order_item_id,order_id,product_id,quantity,sales_amount,discount,profit
2332,ORD005580,PROD00124,2,11445.88,0.15,4643.36
2333,ORD007096,PROD00047,5,8810.35,0.0,2114.4
2334,ORD008423,PROD00044,1,3968.66,0.1,1058.13
2335,ORD009004,PROD00375,2,4500.65,0.15,1548.87
2336,ORD003981,PROD00212,4,21733.07,0.15,8454.88
2337,ORD006841,PROD00359,1,4534.42,0.0,1477.32
2338,ORD000146,PROD00409,4,10927.36,0.15,4627.77
2339,ORD005924,PROD00292,4,14817.64,0.0,4869.28
2340,ORD003169,PROD00082,1,2675.06,0.05,872.54
2341,ORD001851,PROD00282,1,5387.4,0.15,1274.2
2342,ORD004838,PROD00118,5,33951.01,0.1,14201.69
2343,ORD000835,PROD00049,4,27202.22,0.05,11008.68
2344,ORD000367,PROD00126,5,16791.17,0.1,6834.91
2345,ORD003017,PROD00491,2,9259.7,0.0,2884.88
2346,ORD004555,PROD00089,1,5839.65,0.05,2485.01
2347,ORD004936,PROD00112,5,9065.1,0.0,2832.0
2348,ORD000300,PROD00419,4,13110.0,0.0,4877.88
2349,ORD009322,PROD00072,2,122.47,0.1,28.42
2350,ORD005730,PROD00357,4,18973.53,0.15,8050.83
2351,ORD008621,PROD00302,1,5699.02,0.05,1485.32
2352,ORD007091,PROD00287,3,8122.41,0.1,3495.93
2353,ORD004193,PROD00308,2,6469.0,0.0,2799.36
2354,ORD006994,PROD00429,1,3361.1,0.05,1255.4
2355,ORD002854,PROD00056,4,1573.84,0.0,320.28
2356,ORD005923,PROD00374,3,8654.25,0.0,3313.44
2357,ORD001549,PROD00131,5,27023.13,0.1,9088.7
2358,ORD001630,PROD00489,2,12162.37,0.1,5390.12
2359,ORD001541,PROD00470,2,2849.91,0.15,684.96
2360,ORD000412,PROD00170,2,932.49,0.1,213.39
2361,ORD002119,PROD00221,1,4866.62,0.1,828.13
2362,ORD008162,PROD00401,1,7218.32,0.0,2284.82
2363,ORD005363,PROD00106,5,25323.67,0.15,6446.44
2364,ORD000922,PROD00291,4,8479.77,0.15,2282.45
2365,ORD005761,PROD00294,3,856.85,0.1,268.46
2366,ORD006388,PROD00078,5,22141.05,0.0,3803.25
2367,ORD004934,PROD00005,3,5049.94,0.15,1613.59
2368,ORD000835,PROD00475,4,10483.44,0.0,3489.32
2369,ORD006917,PROD00470,3,4526.33,0.1,1087.88
2370,ORD001306,PROD00043,5,15112.4,0.1,5983.29
2371,ORD004236,PROD00026,4,12510.66,0.05,4034.92
2372,ORD001187,PROD00390,1,4428.7,0.05,1730.68
2373,ORD005880,PROD00102,5,32547.75,0.0,12599.3
2374,ORD002038,PROD00182,5,17119.0,0.15,5462.65
2375,ORD007198,PROD00099,4,9915.64,0.05,3575.72
2376,ORD003737,PROD00405,3,25731.21,0.0,10942.83
2377,ORD007691,PROD00024,1,2342.94,0.15,750.44
2378,ORD002589,PROD00387,5,27173.8,0.05,5675.06
2379,ORD000047,PROD00328,3,7507.65,0.0,3226.89
2380,ORD008504,PROD00216,4,10605.28,0.0,3964.56
2381,ORD000117,PROD00456,5,734.7,0.0,276.3
2382,ORD007083,PROD00185,1,1570.11,0.05,621.8
2383,ORD003210,PROD00294,5,1586.75,0.0,497.15
2384,ORD005692,PROD00004,3,2518.6,0.05,532.01
2385,ORD002733,PROD00045,5,23215.2,0.05,4500.44
2386,ORD001912,PROD00491,2,9259.7,0.0,2884.88
2387,ORD004083,PROD00494,4,15240.6,0.0,5432.72
2388,ORD006971,PROD00172,2,1101.62,0.0,305.36
2389,ORD006172,PROD00171,4,26201.15,0.05,8179.46
2390,ORD003984,PROD00221,5,25684.96,0.05,4370.71
2391,ORD002922,PROD00002,4,27327.05,0.05,10597.78
2392,ORD004614,PROD00074,3,12903.94,0.05,5501.78
2393,ORD002719,PROD00126,3,9514.99,0.15,3873.12
2394,ORD003995,PROD00364,2,2865.52,0.05,564.32
2395,ORD001346,PROD00167,4,17231.88,0.15,6057.75
2396,ORD009037,PROD00488,1,6578.53,0.1,2506.4
2397,ORD002353,PROD00283,3,4199.5,0.1,1460.27
2398,ORD000123,PROD00015,4,1487.88,0.0,543.96
2399,ORD008934,PROD00273,5,21492.42,0.05,8075.29
2400,ORD000281,PROD00332,1,3561.76,0.15,1281.3
2401,ORD000097,PROD00472,3,21446.19,0.0,9107.34
2402,ORD000151,PROD00389,3,20629.38,0.0,7197.45
2403,ORD001310,PROD00293,2,7742.54,0.0,2044.16
2404,ORD004659,PROD00163,1,6710.2,0.05,2697.18
2405,ORD001850,PROD00048,3,3547.2,0.15,1523.11
2406,ORD002091,PROD00071,5,26125.2,0.0,10223.15
2407,ORD005131,PROD00259,3,2050.49,0.1,837.27
2408,ORD007338,PROD00432,1,5970.65,0.0,2416.68
2409,ORD009218,PROD00286,1,5142.45,0.1,1195.33
2410,ORD001915,PROD00312,3,14498.78,0.1,3979.37
2411,ORD000461,PROD00177,2,3621.36,0.15,1559.87
2412,ORD005913,PROD00478,4,21583.48,0.0,9332.96
2413,ORD005581,PROD00167,5,25341.0,0.0,8908.45
2414,ORD003971,PROD00383,4,7983.76,0.1,2985.41
2415,ORD006695,PROD00473,1,5135.9,0.15,1723.31
2416,ORD009091,PROD00017,1,2171.89,0.15,474.52
2417,ORD007500,PROD00080,3,20883.06,0.05,7976.24
2418,ORD006104,PROD00459,3,6956.16,0.0,2536.53
2419,ORD001545,PROD00467,2,5742.8,0.0,1881.76
2420,ORD001713,PROD00440,3,11629.14,0.05,2556.71
2421,ORD006639,PROD00350,2,7473.22,0.0,1867.7
2422,ORD004546,PROD00338,3,22147.83,0.0,9822.03
2423,ORD004397,PROD00166,4,12968.69,0.15,4115.19
2424,ORD004300,PROD00466,4,12688.63,0.1,4814.06
2425,ORD005329,PROD00427,4,3047.28,0.0,1276.24
2426,ORD006239,PROD00319,1,2523.77,0.05,811.4
2427,ORD002866,PROD00371,2,2531.98,0.15,1022.31
2428,ORD002382,PROD00234,1,4728.9,0.0,917.82
2429,ORD006303,PROD00411,5,25968.06,0.1,8359.02
2430,ORD006652,PROD00411,4,21928.58,0.05,7058.73
2431,ORD005511,PROD00322,5,36323.75,0.0,14710.35
2432,ORD001578,PROD00041,1,707.52,0.15,242.5
2433,ORD001719,PROD00085,2,7750.67,0.05,1607.08
2434,ORD008791,PROD00309,2,6368.16,0.0,1546.62
2435,ORD003520,PROD00200,3,12972.4,0.05,5009.9
2436,ORD001494,PROD00345,1,2872.47,0.15,1208.55
2437,ORD007085,PROD00167,5,21539.85,0.15,7572.18
2438,ORD001411,PROD00240,4,3708.72,0.0,1012.28
2439,ORD009066,PROD00373,1,3561.91,0.1,1230.44
2440,ORD004645,PROD00428,4,22020.59,0.1,5949.83
2441,ORD001796,PROD00116,1,6167.97,0.0,2622.88
2442,ORD000385,PROD00373,2,7519.59,0.05,2597.6
2443,ORD006275,PROD00075,2,4424.34,0.0,1818.72
2444,ORD003108,PROD00463,3,15862.02,0.0,5510.97
2445,ORD006549,PROD00135,4,8952.72,0.0,3323.6
2446,ORD000402,PROD00338,5,35067.4,0.05,15551.55
2447,ORD008733,PROD00241,4,21490.28,0.0,7515.32
2448,ORD001132,PROD00358,2,2410.04,0.0,831.2
2449,ORD003880,PROD00353,2,15400.8,0.0,5574.98
2450,ORD005554,PROD00240,1,880.82,0.05,240.42
2451,ORD001746,PROD00308,3,8247.98,0.15,3569.18
2452,ORD003644,PROD00103,4,884.52,0.0,180.88
2453,ORD006030,PROD00042,2,12307.82,0.0,4222.62
2454,ORD008747,PROD00222,2,6363.9,0.15,2338.49
2455,ORD007388,PROD00179,3,10600.34,0.1,3152.79
2456,ORD008955,PROD00079,2,12990.72,0.15,4654.62
2457,ORD005556,PROD00243,2,7811.52,0.0,3125.98
2458,ORD002116,PROD00189,4,20124.24,0.0,5584.36
2459,ORD003655,PROD00449,3,354.21,0.0,99.27
2460,ORD005140,PROD00099,2,4435.95,0.15,1599.67
2461,ORD009487,PROD00468,1,6290.31,0.0,1979.15
2462,ORD006897,PROD00174,5,16501.15,0.0,3780.4
2463,ORD007125,PROD00206,3,10244.22,0.0,2570.04
2464,ORD009274,PROD00483,2,12013.07,0.1,3780.52
2465,ORD003290,PROD00488,1,7309.48,0.0,2784.89
2466,ORD001621,PROD00212,2,10866.54,0.15,4227.44
2467,ORD008912,PROD00037,4,1463.76,0.1,389.84
2468,ORD002145,PROD00344,2,14106.54,0.0,5155.6
2469,ORD001432,PROD00006,2,6133.52,0.0,1567.36
2470,ORD008447,PROD00462,2,3680.42,0.0,849.26
2471,ORD001351,PROD00034,1,2674.93,0.0,893.71
2472,ORD007570,PROD00150,4,8115.28,0.0,2381.72
2473,ORD006101,PROD00223,3,9986.14,0.1,3721.46
2474,ORD009402,PROD00491,3,12500.6,0.1,3894.59
2475,ORD001204,PROD00127,1,4721.11,0.1,1687.2
2476,ORD002352,PROD00470,1,1508.78,0.1,362.63
2477,ORD001741,PROD00004,2,1502.32,0.15,317.34
2478,ORD003959,PROD00142,5,39790.31,0.1,17659.94
2479,ORD000025,PROD00407,4,31700.44,0.0,12313.68
2480,ORD006362,PROD00384,3,16503.55,0.15,4328.75
2481,ORD003499,PROD00059,2,5218.94,0.0,2309.0
2482,ORD000515,PROD00204,5,20758.65,0.0,7316.15
2483,ORD002836,PROD00485,3,14551.24,0.15,4254.88
2484,ORD007767,PROD00270,1,679.16,0.0,255.99
2485,ORD001000,PROD00408,2,15259.41,0.05,6098.94
2486,ORD002900,PROD00251,1,3137.89,0.1,1122.39
2487,ORD001615,PROD00072,2,122.47,0.1,28.42
2488,ORD000591,PROD00348,4,9127.56,0.0,4004.76
2489,ORD004712,PROD00375,2,5030.14,0.05,1731.09
2490,ORD005121,PROD00282,4,24084.86,0.05,5696.43
2491,ORD001344,PROD00152,3,2366.6,0.15,966.48
2492,ORD003002,PROD00116,1,6167.97,0.0,2622.88
2493,ORD008802,PROD00401,3,21654.96,0.0,6854.46
2494,ORD009177,PROD00483,4,26695.72,0.0,8401.16
2495,ORD003762,PROD00103,1,199.02,0.1,40.7
2496,ORD007301,PROD00490,2,2125.93,0.1,887.35
2497,ORD006050,PROD00110,3,15387.68,0.1,6836.32
2498,ORD004447,PROD00239,3,10141.12,0.1,4413.69
2499,ORD004870,PROD00006,2,6133.52,0.0,1567.36
2500,ORD000245,PROD00182,3,11479.8,0.05,3663.19
2501,ORD001327,PROD00066,1,5658.37,0.0,1484.03
2502,ORD005055,PROD00075,5,11060.85,0.0,4546.8
2503,ORD005459,PROD00389,5,32663.19,0.05,11395.96
2504,ORD006450,PROD00474,1,2745.67,0.0,713.28
2505,ORD006755,PROD00007,1,5623.73,0.05,2441.22
2506,ORD000812,PROD00124,2,12119.17,0.1,4916.5
2507,ORD008122,PROD00219,5,3473.8,0.0,1215.35
2508,ORD002234,PROD00114,3,16370.37,0.1,3956.74
2509,ORD009394,PROD00054,1,765.41,0.0,216.72
2510,ORD003076,PROD00101,1,1040.77,0.1,444.45
2511,ORD007416,PROD00365,3,20097.01,0.15,8521.74
2512,ORD000146,PROD00203,2,1825.84,0.0,450.8
2513,ORD008048,PROD00499,1,5994.0,0.15,2349.62
2514,ORD008600,PROD00200,4,15475.85,0.15,5976.72
2515,ORD005444,PROD00044,3,13228.86,0.0,3527.1
2516,ORD001028,PROD00206,3,8707.59,0.15,2184.53
2517,ORD005919,PROD00163,4,25428.13,0.1,10220.9
2518,ORD005748,PROD00156,3,14850.21,0.15,3061.53
2519,ORD001995,PROD00484,4,33261.24,0.0,13518.48
2520,ORD007172,PROD00045,4,19549.64,0.0,3789.84
2521,ORD001309,PROD00182,4,14500.8,0.1,4627.19
2522,ORD003168,PROD00302,4,23995.88,0.0,6254.0
2523,ORD007464,PROD00305,3,1692.24,0.05,697.0
2524,ORD003265,PROD00030,3,7426.2,0.0,2440.2
2525,ORD007032,PROD00380,3,7783.21,0.15,2237.52
2526,ORD007330,PROD00040,1,5979.31,0.0,1563.11
2527,ORD007735,PROD00379,1,4126.27,0.05,894.44
2528,ORD003393,PROD00341,5,7445.48,0.1,3052.66
2529,ORD004472,PROD00053,1,4027.44,0.1,1627.22
2530,ORD007802,PROD00334,3,10978.23,0.05,2545.28
2531,ORD004596,PROD00019,1,5518.92,0.0,1295.56
2532,ORD006233,PROD00044,4,17638.48,0.0,4702.8
2533,ORD007544,PROD00163,5,30019.32,0.15,12066.35
2534,ORD001917,PROD00052,1,4196.96,0.0,1245.15
2535,ORD000383,PROD00034,2,4547.38,0.15,1519.31
2536,ORD003514,PROD00333,4,21375.56,0.0,5831.64
2537,ORD002460,PROD00179,4,15704.2,0.0,4670.8
2538,ORD000526,PROD00074,5,22638.5,0.0,9652.25
2539,ORD005963,PROD00208,2,8898.52,0.0,3835.74
2540,ORD004886,PROD00113,5,12404.48,0.15,2218.37
2541,ORD005673,PROD00028,1,5009.72,0.05,1900.79
2542,ORD004504,PROD00036,2,11026.58,0.0,2441.8
2543,ORD006371,PROD00163,5,31785.17,0.1,12776.13
2544,ORD001946,PROD00078,1,4206.8,0.05,722.62
2545,ORD000879,PROD00057,2,14563.48,0.0,6132.0
2546,ORD003346,PROD00451,2,10185.73,0.1,3986.84
2547,ORD001319,PROD00373,2,7915.36,0.0,2734.32
2548,ORD000372,PROD00307,1,297.9,0.05,104.23
2549,ORD006287,PROD00198,1,4931.21,0.0,1629.37
2550,ORD006568,PROD00425,2,10643.92,0.0,2750.84
2551,ORD001173,PROD00476,3,13347.26,0.1,3903.15
2552,ORD009428,PROD00477,4,2820.88,0.0,554.92
2553,ORD007720,PROD00357,1,5022.4,0.1,2131.1
2554,ORD002127,PROD00214,4,20655.95,0.15,6940.18
2555,ORD002134,PROD00465,1,3610.03,0.05,1364.51
2556,ORD005809,PROD00333,4,19238.0,0.1,5248.48
2557,ORD004609,PROD00367,4,13476.62,0.05,4907.17
2558,ORD000582,PROD00087,4,3083.56,0.0,648.08
2559,ORD005870,PROD00267,4,4172.16,0.0,1249.48
2560,ORD009056,PROD00321,4,17178.36,0.0,7216.72
2561,ORD003907,PROD00157,4,14137.44,0.0,4079.32
2562,ORD008152,PROD00206,1,3414.74,0.0,856.68
2563,ORD007417,PROD00462,5,7820.89,0.15,1804.68
2564,ORD008881,PROD00400,4,12205.4,0.1,2731.61
2565,ORD004831,PROD00454,3,13179.27,0.15,3968.92
2566,ORD005852,PROD00471,5,6861.42,0.1,2405.97
2567,ORD003566,PROD00227,5,29992.23,0.1,12863.97
2568,ORD002753,PROD00208,3,11345.61,0.15,4890.57
2569,ORD001978,PROD00440,1,3672.36,0.1,807.38
2570,ORD006394,PROD00100,5,10878.55,0.0,2902.3
2571,ORD001132,PROD00249,5,29975.4,0.0,11045.0
2572,ORD003572,PROD00363,5,10158.48,0.15,3143.51
2573,ORD008330,PROD00120,3,20354.73,0.0,8421.39
2574,ORD002991,PROD00338,3,18825.66,0.15,8348.73
2575,ORD006326,PROD00084,4,15539.96,0.0,3605.52
2576,ORD008706,PROD00015,5,1673.87,0.1,611.96
2577,ORD002691,PROD00234,2,9457.8,0.0,1835.64
2578,ORD001868,PROD00008,5,10748.57,0.1,3687.48
2579,ORD003903,PROD00243,4,14841.89,0.05,5939.36
2580,ORD002836,PROD00329,3,6634.43,0.05,1320.35
2581,ORD004008,PROD00416,3,14573.87,0.1,3597.21
2582,ORD004900,PROD00264,1,6323.46,0.1,2378.83
2583,ORD008239,PROD00293,3,11613.81,0.0,3066.24
2584,ORD006455,PROD00068,4,23881.43,0.15,8121.17
2585,ORD003593,PROD00023,3,17951.62,0.1,6396.33
2586,ORD006388,PROD00159,2,4899.89,0.15,1432.88
2587,ORD009037,PROD00230,2,11263.72,0.0,4784.7
2588,ORD004667,PROD00364,4,6032.68,0.0,1188.04
2589,ORD002683,PROD00146,4,21963.01,0.05,7059.11
2590,ORD004444,PROD00065,5,10834.29,0.1,2077.42
2591,ORD002691,PROD00088,2,3381.34,0.0,1138.98
2592,ORD003083,PROD00459,1,2202.78,0.05,803.23
2593,ORD000031,PROD00004,3,2651.16,0.0,560.01
2594,ORD002669,PROD00377,5,1965.17,0.05,714.4
2595,ORD008662,PROD00213,5,26420.9,0.0,10668.05
2596,ORD005393,PROD00407,1,7528.85,0.05,2924.5
2597,ORD005879,PROD00101,4,4394.36,0.05,1876.55
2598,ORD000816,PROD00121,3,4965.84,0.0,1235.49
2599,ORD007194,PROD00020,2,977.92,0.0,350.62
2600,ORD000099,PROD00103,4,884.52,0.0,180.88
2601,ORD003684,PROD00196,2,1646.71,0.1,417.1
2602,ORD003637,PROD00295,5,15765.95,0.0,4755.6
2603,ORD008235,PROD00141,2,5544.83,0.05,1052.24
2604,ORD008922,PROD00043,2,6716.62,0.0,2659.24
2605,ORD000031,PROD00288,5,1961.23,0.05,652.22
2606,ORD004425,PROD00483,1,6673.93,0.0,2100.29
2607,ORD006096,PROD00447,2,11977.56,0.1,4491.83
2608,ORD002063,PROD00419,2,5571.75,0.15,2073.1
2609,ORD009448,PROD00364,5,7540.85,0.0,1485.05
2610,ORD000287,PROD00281,3,6512.16,0.0,2356.95
2611,ORD000572,PROD00017,5,12775.85,0.0,2791.3
2612,ORD007999,PROD00201,3,9512.05,0.1,3716.71
2613,ORD004862,PROD00061,1,1757.97,0.05,531.73
2614,ORD000615,PROD00097,1,3799.99,0.15,849.97
2615,ORD008087,PROD00382,1,6964.09,0.0,2987.6
2616,ORD001911,PROD00381,4,9526.8,0.0,3623.76
2617,ORD008777,PROD00489,4,22973.36,0.15,10181.33
2618,ORD002317,PROD00079,2,12990.72,0.15,4654.62
2619,ORD005447,PROD00171,3,18616.61,0.1,5811.72
2620,ORD006739,PROD00336,5,15763.82,0.05,4204.6
2621,ORD007604,PROD00195,4,26055.61,0.05,11573.05
2622,ORD000539,PROD00354,4,30994.08,0.0,12155.52
2623,ORD004588,PROD00130,4,7249.92,0.0,2703.2
2624,ORD004454,PROD00148,3,9981.57,0.0,1711.08
2625,ORD008104,PROD00135,1,2014.36,0.1,747.81
2626,ORD006655,PROD00216,3,7556.26,0.05,2824.75
2627,ORD004713,PROD00060,1,7351.24,0.1,3022.7
2628,ORD001996,PROD00294,2,634.7,0.0,198.86
2629,ORD008404,PROD00401,3,21654.96,0.0,6854.46
2630,ORD002269,PROD00073,2,1622.0,0.0,465.72
2631,ORD003887,PROD00376,5,12836.93,0.1,5065.61
2632,ORD007090,PROD00232,2,10682.61,0.15,4037.06
2633,ORD004956,PROD00071,5,26125.2,0.0,10223.15
2634,ORD008338,PROD00158,4,32924.24,0.0,13373.16
2635,ORD002334,PROD00071,2,8882.57,0.15,3475.87
2636,ORD001779,PROD00482,5,8778.1,0.0,2550.1
2637,ORD004903,PROD00381,3,7145.1,0.0,2717.82
2638,ORD004677,PROD00378,1,5824.2,0.1,1764.1
2639,ORD006038,PROD00121,3,4965.84,0.0,1235.49
2640,ORD002712,PROD00318,2,10972.31,0.1,4657.36
2641,ORD006324,PROD00255,2,2508.52,0.0,511.2
2642,ORD006930,PROD00232,5,29848.48,0.05,11280.01
2643,ORD000459,PROD00158,2,14815.91,0.1,6017.92
2644,ORD004329,PROD00147,2,10247.18,0.0,3174.12
2645,ORD007302,PROD00355,3,1557.47,0.05,686.02
2646,ORD002225,PROD00115,5,24665.22,0.1,9723.65
2647,ORD002553,PROD00263,1,2408.25,0.0,721.76
2648,ORD009168,PROD00253,1,5191.94,0.05,1187.38
2649,ORD002819,PROD00262,3,17056.91,0.05,5542.85
2650,ORD003836,PROD00338,1,7382.61,0.0,3274.01
2651,ORD005840,PROD00393,5,26742.51,0.1,8451.45
2652,ORD000700,PROD00234,5,23644.5,0.0,4589.1
2653,ORD004299,PROD00283,1,1555.37,0.0,540.84
2654,ORD008489,PROD00427,2,1295.09,0.15,542.4
2655,ORD008419,PROD00437,1,461.1,0.0,96.68
2656,ORD008435,PROD00202,1,1594.51,0.05,523.1
2657,ORD004401,PROD00323,1,733.0,0.05,184.82
2658,ORD003665,PROD00271,3,14185.14,0.0,4431.21
2659,ORD008810,PROD00037,5,2033.0,0.0,541.45
2660,ORD004596,PROD00300,4,26426.02,0.15,11054.96
2661,ORD006801,PROD00139,3,15984.0,0.0,5710.86
2662,ORD003944,PROD00375,4,10589.76,0.0,3644.4
2663,ORD005204,PROD00499,5,31732.97,0.1,12439.17
2664,ORD004298,PROD00408,2,16062.54,0.0,6419.94
2665,ORD003119,PROD00153,2,586.68,0.05,166.55
2666,ORD001162,PROD00064,5,8732.55,0.0,2391.1
2667,ORD005947,PROD00425,1,5055.86,0.05,1306.65
2668,ORD008746,PROD00205,3,16298.43,0.0,6596.58
2669,ORD002338,PROD00086,5,23836.35,0.05,10186.66
2670,ORD008222,PROD00123,1,5366.57,0.0,1778.88
2671,ORD002336,PROD00005,3,5049.94,0.15,1613.59
2672,ORD007175,PROD00087,5,3469.01,0.1,729.09
2673,ORD005050,PROD00341,2,2812.73,0.15,1153.23
2674,ORD004623,PROD00098,3,2716.23,0.15,1015.67
2675,ORD006393,PROD00435,2,10068.38,0.0,2796.5
2676,ORD003910,PROD00323,1,655.84,0.15,165.37
2677,ORD004430,PROD00041,5,4161.9,0.0,1426.5
2678,ORD007830,PROD00060,4,27771.34,0.15,11419.07
2679,ORD000828,PROD00289,5,3327.2,0.15,1262.76
2680,ORD006440,PROD00428,3,15597.92,0.15,4214.46
2681,ORD008509,PROD00181,3,3017.85,0.0,594.81
2682,ORD008077,PROD00398,2,10005.18,0.0,4212.76
2683,ORD003176,PROD00152,2,1763.35,0.05,720.12
2684,ORD002042,PROD00458,2,9792.48,0.15,1910.36
2685,ORD007154,PROD00061,4,7031.86,0.05,2126.94
2686,ORD005194,PROD00215,3,17212.47,0.0,3590.97
2687,ORD007544,PROD00105,5,14742.0,0.05,6056.39
2688,ORD002765,PROD00206,2,6829.48,0.0,1713.36
2689,ORD006929,PROD00474,1,2333.82,0.15,606.29
2690,ORD004808,PROD00415,2,14022.32,0.05,5894.75
2691,ORD008495,PROD00192,2,8012.18,0.0,1685.02
2692,ORD005844,PROD00269,3,1024.79,0.1,184.68
2693,ORD000003,PROD00277,3,14159.6,0.05,2842.45
2694,ORD001193,PROD00352,2,11852.9,0.05,3845.5
2695,ORD004466,PROD00250,5,22724.54,0.15,5722.11
2696,ORD004735,PROD00109,1,3536.41,0.0,1533.46
2697,ORD005523,PROD00356,1,4998.61,0.1,1878.19
2698,ORD003146,PROD00167,2,9629.58,0.05,3385.21
2699,ORD003132,PROD00092,3,14280.89,0.05,2559.07
2700,ORD004127,PROD00314,2,11773.49,0.15,3796.64
2701,ORD005571,PROD00339,4,15972.83,0.15,3493.23
2702,ORD007529,PROD00281,4,8682.88,0.0,3142.6
2703,ORD002188,PROD00287,4,12033.2,0.0,5179.16
2704,ORD000911,PROD00110,3,17097.42,0.0,7595.91
2705,ORD002743,PROD00441,2,8553.86,0.05,3039.3
2706,ORD006324,PROD00067,3,12018.02,0.1,2250.31
2707,ORD008111,PROD00243,3,11717.28,0.0,4688.97
2708,ORD006484,PROD00202,4,6713.72,0.0,2202.52
2709,ORD000029,PROD00125,1,1863.38,0.1,586.53
2710,ORD002452,PROD00060,1,7351.24,0.1,3022.7
2711,ORD002684,PROD00353,3,21946.14,0.05,7944.35
2712,ORD002789,PROD00035,4,1854.6,0.15,528.22
2713,ORD006271,PROD00035,4,1963.69,0.1,559.3
2714,ORD000659,PROD00002,1,6831.76,0.05,2649.45
2715,ORD000934,PROD00359,5,22672.1,0.0,7386.6
2716,ORD009311,PROD00099,4,9393.77,0.1,3387.53
2717,ORD006665,PROD00198,4,19724.84,0.0,6517.48
2718,ORD006417,PROD00458,1,4896.24,0.15,955.18
2719,ORD005530,PROD00356,3,14162.73,0.15,5321.54
2720,ORD008287,PROD00433,2,5325.16,0.1,2339.1
2721,ORD001943,PROD00448,1,7561.03,0.0,2805.49
2722,ORD005415,PROD00323,3,1967.53,0.15,496.1
2723,ORD004454,PROD00184,2,7586.51,0.1,2594.65
2724,ORD008131,PROD00323,5,3472.11,0.1,875.48
2725,ORD003866,PROD00147,1,4611.23,0.1,1428.35
2726,ORD005073,PROD00006,3,8280.25,0.1,2115.94
2727,ORD001366,PROD00476,3,12605.75,0.15,3686.31
2728,ORD002265,PROD00292,1,3704.41,0.0,1217.32
2729,ORD001970,PROD00127,3,13376.48,0.15,4780.41
2730,ORD008765,PROD00253,1,5191.94,0.05,1187.38
2731,ORD003375,PROD00073,1,689.35,0.15,197.93
2732,ORD000307,PROD00363,3,6453.62,0.1,1997.06
2733,ORD008479,PROD00441,5,19133.63,0.15,6798.43
2734,ORD001020,PROD00027,5,23211.84,0.15,3946.42
2735,ORD008746,PROD00488,4,27776.02,0.05,10582.58
2736,ORD007068,PROD00246,2,3487.3,0.0,968.98
2737,ORD004446,PROD00497,3,21293.14,0.15,8694.0
2738,ORD008212,PROD00349,3,329.49,0.0,115.62
2739,ORD007907,PROD00056,4,1495.15,0.05,304.27
2740,ORD002814,PROD00152,4,3341.09,0.1,1364.44
2741,ORD003823,PROD00419,5,13929.38,0.15,5182.75
2742,ORD005403,PROD00009,2,9454.94,0.0,3371.28
2743,ORD000130,PROD00418,3,18434.52,0.0,4891.68
2744,ORD005578,PROD00204,3,12455.19,0.0,4389.69
2745,ORD006415,PROD00334,2,7318.82,0.05,1696.85
2746,ORD005551,PROD00280,4,18326.8,0.0,5431.92
2747,ORD003078,PROD00143,4,10501.45,0.1,1777.0
2748,ORD001221,PROD00411,3,16446.44,0.05,5294.05
2749,ORD000111,PROD00001,1,2642.78,0.0,826.0
2750,ORD008206,PROD00399,5,26266.4,0.0,7688.15
2751,ORD001511,PROD00149,2,5429.25,0.05,1963.48
2752,ORD001993,PROD00274,2,2078.24,0.05,855.4
2753,ORD005867,PROD00097,5,18999.97,0.15,4249.87
2754,ORD000014,PROD00207,4,3059.42,0.1,796.1
2755,ORD002504,PROD00081,3,2987.37,0.0,1106.25
2756,ORD003818,PROD00295,1,2837.87,0.1,856.01
2757,ORD009273,PROD00162,3,4703.97,0.0,1030.68
2758,ORD002716,PROD00115,1,5481.16,0.0,2160.81
2759,ORD001409,PROD00090,3,12021.42,0.0,3251.19
2760,ORD002055,PROD00282,2,12676.24,0.0,2998.12
2761,ORD007786,PROD00416,1,4857.96,0.1,1199.07
2762,ORD000972,PROD00018,2,11182.52,0.0,3331.54
2763,ORD002578,PROD00092,3,15032.52,0.0,2693.76
2764,ORD007570,PROD00290,2,11476.06,0.0,3373.94
2765,ORD006467,PROD00202,2,3356.86,0.0,1101.26
2766,ORD004555,PROD00044,5,22048.1,0.0,5878.5
2767,ORD008423,PROD00046,3,19351.47,0.1,7747.87
2768,ORD009184,PROD00435,3,15102.57,0.0,4194.75
2769,ORD005837,PROD00071,2,9927.58,0.05,3884.8
2770,ORD008303,PROD00281,2,3690.22,0.15,1335.6
2771,ORD000082,PROD00367,2,7092.96,0.0,2582.72
2772,ORD002127,PROD00379,3,13030.32,0.0,2824.56
2773,ORD008671,PROD00242,1,768.7,0.0,311.99
2774,ORD007309,PROD00204,5,20758.65,0.0,7316.15
2775,ORD001798,PROD00147,1,5123.59,0.0,1587.06
2776,ORD007616,PROD00275,3,6757.73,0.15,2683.54
2777,ORD001328,PROD00311,2,7425.74,0.15,1878.69
2778,ORD003114,PROD00110,4,22796.56,0.0,10127.88
2779,ORD007316,PROD00154,3,5949.1,0.15,2108.75
2780,ORD003756,PROD00179,3,11778.15,0.0,3503.1
2781,ORD007043,PROD00076,5,31777.88,0.05,9103.14
2782,ORD002176,PROD00428,1,5810.99,0.05,1570.09
2783,ORD008039,PROD00211,2,8988.48,0.0,3952.04
2784,ORD000131,PROD00417,1,493.71,0.0,215.13
2785,ORD002767,PROD00493,1,2017.48,0.05,634.67
