order_id,customer_id,order_date,ship_date,ship_mode,region_id,order_status
ORD001171,CUST04874,2023-01-24,2023-01-28,Second Class,7,Delivered
ORD001172,CUST05018,2023-02-04,2023-02-05,First Class,10,Delivered
ORD001173,CUST09043,2024-02-03,2024-02-07,Standard Class,6,Delivered
ORD001174,CUST04810,2023-10-17,2023-10-18,Same Day,4,Delivered
ORD001175,CUST09021,2024-12-29,2025-01-02,Same Day,7,Delivered
ORD001176,CUST00760,2023-05-07,2023-05-13,Second Class,4,Delivered
ORD001177,CUST03444,2023-07-30,2023-08-01,Second Class,4,Delivered
ORD001178,CUST09339,2022-08-01,2022-08-07,Same Day,1,Delivered
ORD001179,CUST02516,2023-10-27,2023-10-28,Same Day,1,Delivered
ORD001180,CUST05085,2022-01-12,2022-01-13,Second Class,9,Cancelled
ORD001181,CUST08440,2024-02-17,2024-02-21,First Class,8,Delivered
ORD001182,CUST02504,2024-10-20,2024-10-26,Same Day,1,Delivered
ORD001183,CUST07810,2024-08-08,2024-08-11,Same Day,7,Delivered
ORD001184,CUST00475,2024-04-26,2024-05-01,First Class,4,Cancelled
ORD001185,CUST00949,2023-02-01,2023-02-06,Second Class,4,Delivered
ORD001186,CUST07544,2022-03-30,2022-04-04,Standard Class,2,Delivered
ORD001187,CUST08192,2023-08-27,2023-08-31,Standard Class,8,Delivered
ORD001188,CUST06491,2022-07-23,2022-07-28,Second Class,2,Delivered
ORD001189,CUST06784,2024-11-04,2024-11-10,Second Class,7,Cancelled
ORD001190,CUST02849,2024-12-16,2024-12-22,Standard Class,7,Cancelled
ORD001191,CUST06200,2022-01-24,2022-01-25,Same Day,9,Delivered
ORD001192,CUST09634,2022-11-23,2022-11-27,Standard Class,5,Delivered
ORD001193,CUST08918,2024-01-27,2024-01-29,First Class,7,Delivered
ORD001194,CUST06919,2024-10-28,2024-10-29,Standard Class,8,Delivered
ORD001195,CUST04678,2022-11-18,2022-11-24,Standard Class,10,Cancelled
ORD001196,CUST03555,2024-06-25,2024-06-26,Standard Class,1,Delivered
ORD001197,CUST04332,2024-12-23,2024-12-25,Standard Class,10,Delivered
ORD001198,CUST08696,2023-06-14,2023-06-17,Same Day,9,Delivered
ORD001199,CUST04042,2023-07-11,2023-07-16,Second Class,5,Cancelled
ORD001200,CUST06180,2023-10-14,2023-10-19,Same Day,3,Cancelled
ORD001201,CUST01638,2022-05-03,2022-05-05,Second Class,2,Delivered
ORD001202,CUST06923,2024-05-14,2024-05-20,Same Day,5,Delivered
ORD001203,CUST09927,2023-10-18,2023-10-24,Same Day,5,Delivered
ORD001204,CUST08171,2022-02-19,2022-02-24,Standard Class,4,Cancelled
ORD001205,CUST05480,2024-12-09,2024-12-11,Second Class,8,Delivered
ORD001206,CUST08617,2022-09-17,2022-09-21,Same Day,1,Delivered
ORD001207,CUST05244,2022-06-14,2022-06-17,Same Day,9,Delivered
ORD001208,CUST07203,2023-04-27,2023-05-03,Second Class,2,Delivered
ORD001209,CUST07832,2022-12-09,2022-12-10,First Class,7,Delivered
ORD001210,CUST09736,2023-07-08,2023-07-12,First Class,5,Delivered
ORD001211,CUST01823,2023-02-07,2023-02-14,Same Day,9,Delivered
ORD001212,CUST00640,2024-07-09,2024-07-11,First Class,10,Cancelled
ORD001213,CUST02210,2024-04-16,2024-04-20,Standard Class,9,Delivered
ORD001214,CUST08534,2022-01-29,2022-02-02,First Class,7,Delivered
ORD001215,CUST01884,2022-01-28,2022-02-04,First Class,8,Cancelled
ORD001216,CUST06328,2023-08-26,2023-08-30,Second Class,2,Cancelled
ORD001217,CUST05188,2024-11-12,2024-11-18,Same Day,6,Delivered
ORD001218,CUST04927,2023-10-10,2023-10-13,Second Class,5,Delivered
ORD001219,CUST07446,2024-05-14,2024-05-18,Second Class,10,Delivered
ORD001220,CUST02655,2022-04-23,2022-04-27,Second Class,7,Cancelled
ORD001221,CUST07102,2023-07-10,2023-07-11,Standard Class,2,Delivered
ORD001222,CUST03731,2023-06-17,2023-06-18,Second Class,8,Delivered
ORD001223,CUST08808,2024-04-13,2024-04-19,Second Class,4,Delivered
ORD001224,CUST08789,2023-02-20,2023-02-27,Same Day,3,Delivered
ORD001225,CUST04144,2024-01-04,2024-01-10,Same Day,9,Cancelled
ORD001226,CUST06755,2023-01-18,2023-01-23,Same Day,2,Delivered
ORD001227,CUST06578,2023-04-10,2023-04-13,First Class,8,Delivered
ORD001228,CUST05115,2022-04-17,2022-04-22,Second Class,8,Delivered
ORD001229,CUST09497,2023-09-18,2023-09-25,Second Class,7,Delivered
ORD001230,CUST05991,2024-09-12,2024-09-14,Standard Class,7,Delivered
ORD001231,CUST01265,2022-04-18,2022-04-24,Second Class,7,Cancelled
ORD001232,CUST06396,2023-08-08,2023-08-15,Standard Class,10,Cancelled
ORD001233,CUST09911,2022-06-04,2022-06-07,Standard Class,10,Delivered
ORD001234,CUST09787,2022-01-14,2022-01-15,Standard Class,7,Cancelled
ORD001235,CUST09714,2023-12-30,2024-01-06,First Class,5,Delivered
ORD001236,CUST04074,2023-09-29,2023-10-05,Standard Class,1,Delivered
ORD001237,CUST04404,2024-08-29,2024-09-03,Same Day,3,Cancelled
ORD001238,CUST02561,2023-09-03,2023-09-10,Standard Class,6,Delivered
ORD001239,CUST09010,2022-09-25,2022-09-28,Same Day,4,Delivered
ORD001240,CUST03249,2024-10-19,2024-10-26,Second Class,2,Cancelled
ORD001241,CUST06552,2024-03-23,2024-03-26,Standard Class,1,Cancelled
ORD001242,CUST08720,2022-05-02,2022-05-08,Same Day,2,Delivered
ORD001243,CUST03497,2024-10-10,2024-10-11,First Class,1,Delivered
ORD001244,CUST00368,2024-01-03,2024-01-04,Same Day,5,Delivered
ORD001245,CUST06890,2022-10-30,2022-11-03,First Class,4,Delivered
ORD001246,CUST06782,2023-09-20,2023-09-27,First Class,3,Cancelled
ORD001247,CUST05241,2023-12-31,2024-01-01,Second Class,5,Cancelled
ORD001248,CUST04316,2024-10-01,2024-10-07,Standard Class,2,Cancelled
ORD001249,CUST08329,2022-01-31,2022-02-02,First Class,10,Delivered
ORD001250,CUST09002,2023-01-29,2023-02-04,Same Day,6,Delivered
ORD001251,CUST09237,2024-10-07,2024-10-10,Second Class,1,Delivered
ORD001252,CUST05641,2022-05-23,2022-05-29,First Class,3,Delivered
ORD001253,CUST01622,2023-04-13,2023-04-14,Same Day,5,Delivered
ORD001254,CUST04033,2022-02-11,2022-02-17,Second Class,10,Cancelled
ORD001255,CUST04576,2024-07-26,2024-08-01,First Class,5,Delivered
ORD001256,CUST02384,2023-04-12,2023-04-19,First Class,6,Cancelled
ORD001257,CUST08174,2024-12-11,2024-12-15,First Class,1,Delivered
ORD001258,CUST02122,2024-08-25,2024-08-29,First Class,7,Delivered
ORD001259,CUST08355,2024-09-11,2024-09-13,Second Class,5,Delivered
ORD001260,CUST07384,2022-01-21,2022-01-25,Standard Class,1,Delivered
ORD001261,CUST04778,2024-06-24,2024-06-29,First Class,3,Delivered
ORD001262,CUST06214,2023-05-23,2023-05-24,First Class,3,Delivered
ORD001263,CUST02075,2022-09-21,2022-09-26,Same Day,6,Delivered
ORD001264,CUST00825,2024-08-20,2024-08-27,Second Class,5,Delivered
ORD001265,CUST05960,2022-01-04,2022-01-07,Same Day,10,Delivered
ORD001266,CUST08664,2024-01-11,2024-01-18,First Class,4,Delivered
ORD001267,CUST05739,2023-12-20,2023-12-24,Standard Class,3,Delivered
ORD001268,CUST04346,2023-08-11,2023-08-13,First Class,1,Cancelled
ORD001269,CUST00330,2022-02-24,2022-03-01,Same Day,4,Delivered
ORD001270,CUST05387,2023-05-06,2023-05-11,First Class,4,Delivered
ORD001271,CUST04416,2024-07-10,2024-07-15,First Class,10,Delivered
ORD001272,CUST02024,2024-08-25,2024-08-27,Second Class,9,Delivered
ORD001273,CUST01651,2022-05-31,2022-06-06,Standard Class,3,Cancelled
ORD001274,CUST02494,2023-09-24,2023-09-30,Standard Class,9,Delivered
ORD001275,CUST04303,2023-10-17,2023-10-20,Same Day,9,Delivered
ORD001276,CUST07467,2024-08-09,2024-08-15,Standard Class,8,Delivered
ORD001277,CUST00464,2024-01-28,2024-02-04,Same Day,1,Delivered
ORD001278,CUST06590,2022-02-10,2022-02-16,Second Class,7,Delivered
ORD001279,CUST06631,2023-01-15,2023-01-19,Second Class,5,Delivered
ORD001280,CUST05484,2022-09-24,2022-09-28,Same Day,3,Delivered
ORD001281,CUST08607,2024-10-12,2024-10-17,Standard Class,5,Cancelled
ORD001282,CUST08412,2022-03-24,2022-03-28,Second Class,8,Cancelled
ORD001283,CUST05388,2024-10-10,2024-10-16,Second Class,4,Cancelled
ORD001284,CUST09269,2023-02-04,2023-02-08,Standard Class,9,Delivered
ORD001285,CUST04387,2024-01-12,2024-01-15,Standard Class,10,Delivered
ORD001286,CUST07412,2024-11-04,2024-11-07,Second Class,9,Delivered
ORD001287,CUST02406,2024-03-29,2024-04-05,Standard Class,2,Cancelled
ORD001288,CUST05173,2023-12-22,2023-12-23,First Class,3,Cancelled
ORD001289,CUST08903,2023-08-05,2023-08-09,Same Day,2,Delivered
ORD001290,CUST03669,2023-11-10,2023-11-16,Second Class,4,Delivered
ORD001291,CUST03731,2024-07-02,2024-07-07,Standard Class,4,Delivered
ORD001292,CUST06274,2024-10-10,2024-10-13,Standard Class,10,Cancelled
ORD001293,CUST07616,2022-07-14,2022-07-21,Same Day,6,Delivered
ORD001294,CUST00335,2022-10-19,2022-10-20,Standard Class,1,Delivered
ORD001295,CUST06950,2024-10-18,2024-10-23,First Class,10,Delivered
ORD001296,CUST07604,2024-12-04,2024-12-10,Standard Class,1,Delivered
ORD001297,CUST02052,2022-09-05,2022-09-11,First Class,4,Delivered
ORD001298,CUST01566,2024-05-13,2024-05-15,Standard Class,6,Delivered
ORD001299,CUST06277,2024-10-12,2024-10-19,Second Class,3,Cancelled
ORD001300,CUST08159,2022-12-10,2022-12-16,First Class,7,Delivered
ORD001301,CUST08448,2023-01-02,2023-01-06,Same Day,6,Delivered
ORD001302,CUST05701,2022-07-01,2022-07-02,Second Class,5,Delivered
ORD001303,CUST00431,2024-10-04,2024-10-06,Same Day,6,Cancelled
ORD001304,CUST01590,2023-01-30,2023-02-05,First Class,5,Delivered
ORD001305,CUST01885,2023-07-03,2023-07-10,Same Day,5,Delivered
ORD001306,CUST04305,2024-02-27,2024-02-29,Second Class,9,Delivered
ORD001307,CUST02312,2022-01-13,2022-01-18,Same Day,8,Delivered
ORD001308,CUST03745,2023-12-28,2024-01-01,Same Day,9,Delivered
ORD001309,CUST07286,2022-01-12,2022-01-18,Standard Class,6,Delivered
ORD001310,CUST01453,2022-11-16,2022-11-19,Standard Class,1,Delivered
ORD001311,CUST08705,2022-07-03,2022-07-09,Same Day,8,Delivered
ORD001312,CUST05819,2022-02-08,2022-02-12,Standard Class,5,Delivered
ORD001313,CUST07040,2024-02-04,2024-02-08,Standard Class,10,Cancelled
ORD001314,CUST07523,2024-04-04,2024-04-10,Same Day,1,Delivered
ORD001315,CUST04429,2023-11-13,2023-11-14,Second Class,5,Delivered
ORD001316,CUST03038,2022-06-16,2022-06-17,Same Day,6,Delivered
ORD001317,CUST04983,2024-07-17,2024-07-21,Same Day,6,Cancelled
ORD001318,CUST07504,2024-03-19,2024-03-22,Second Class,3,Cancelled
ORD001319,CUST01370,2024-09-09,2024-09-12,Standard Class,6,Delivered
ORD001320,CUST05316,2024-06-06,2024-06-11,Standard Class,3,Delivered
ORD001321,CUST04866,2023-05-15,2023-05-16,Same Day,3,Delivered
ORD001322,CUST07951,2023-09-29,2023-10-05,Standard Class,7,Delivered
ORD001323,CUST05480,2024-02-08,2024-02-15,Second Class,8,Delivered
ORD001324,CUST03340,2022-01-26,2022-01-29,First Class,3,Delivered
ORD001325,CUST08654,2024-10-02,2024-10-08,Standard Class,7,Delivered
ORD001326,CUST09430,2023-02-19,2023-02-20,Same Day,2,Delivered
ORD001327,CUST01828,2022-04-26,2022-04-30,Standard Class,7,Cancelled
ORD001328,CUST09895,2022-09-07,2022-09-11,Standard Class,4,Cancelled
ORD001329,CUST05434,2024-07-30,2024-07-31,Standard Class,5,Delivered
ORD001330,CUST09407,2022-09-02,2022-09-06,Same Day,8,Cancelled
ORD001331,CUST09740,2023-02-20,2023-02-21,First Class,7,Cancelled
ORD001332,CUST06345,2022-03-08,2022-03-13,Standard Class,9,Cancelled
ORD001333,CUST06885,2023-07-10,2023-07-15,Standard Class,3,Delivered
ORD001334,CUST00302,2024-11-13,2024-11-15,Same Day,9,Delivered
ORD001335,CUST09228,2024-08-18,2024-08-22,Second Class,5,Delivered
ORD001336,CUST06608,2024-07-21,2024-07-24,Same Day,9,Cancelled
ORD001337,CUST04156,2022-12-29,2023-01-02,Second Class,4,Delivered
ORD001338,CUST07214,2022-03-15,2022-03-20,Standard Class,6,Delivered
ORD001339,CUST05456,2024-09-26,2024-10-03,First Class,1,Delivered
ORD001340,CUST03541,2023-02-03,2023-02-10,Same Day,8,Delivered
ORD001341,CUST05367,2022-06-29,2022-06-30,Same Day,8,Delivered
ORD001342,CUST08777,2023-07-22,2023-07-23,Second Class,9,Delivered
ORD001343,CUST06648,2023-08-25,2023-09-01,First Class,10,Delivered
ORD001344,CUST01307,2023-05-07,2023-05-11,Same Day,6,Delivered
ORD001345,CUST02748,2023-07-25,2023-07-31,Second Class,2,Delivered
ORD001346,CUST03864,2024-04-16,2024-04-22,Same Day,9,Delivered
ORD001347,CUST01028,2023-04-02,2023-04-03,First Class,2,Delivered
ORD001348,CUST09507,2023-05-10,2023-05-14,Standard Class,1,Delivered
ORD001349,CUST00790,2024-06-20,2024-06-25,First Class,7,Delivered
ORD001350,CUST04289,2023-07-31,2023-08-05,Standard Class,6,Delivered
ORD001351,CUST09910,2023-11-04,2023-11-05,Second Class,10,Delivered
ORD001352,CUST09171,2022-11-15,2022-11-19,Standard Class,2,Delivered
ORD001353,CUST08764,2024-06-07,2024-06-14,Standard Class,1,Cancelled
ORD001354,CUST06927,2022-04-13,2022-04-19,Standard Class,5,Delivered
ORD001355,CUST06991,2022-06-15,2022-06-19,Same Day,2,Delivered
ORD001356,CUST07645,2024-09-03,2024-09-10,Second Class,10,Delivered
ORD001357,CUST06705,2022-12-01,2022-12-02,Same Day,1,Delivered
ORD001358,CUST08502,2023-12-03,2023-12-09,First Class,9,Delivered
ORD001359,CUST00191,2023-07-28,2023-08-03,First Class,10,Cancelled
ORD001360,CUST09657,2024-09-19,2024-09-25,First Class,8,Delivered
ORD001361,CUST00549,2023-08-07,2023-08-08,Second Class,1,Delivered
ORD001362,CUST01057,2022-06-21,2022-06-24,Same Day,2,Cancelled
ORD001363,CUST09149,2023-12-13,2023-12-18,Same Day,3,Delivered
ORD001364,CUST04977,2023-09-28,2023-10-03,Same Day,7,Delivered
ORD001365,CUST04432,2022-07-25,2022-07-30,First Class,9,Delivered
ORD001366,CUST01234,2023-01-06,2023-01-09,Standard Class,2,Delivered
ORD001367,CUST06612,2022-10-07,2022-10-14,Second Class,4,Delivered
ORD001368,CUST07260,2022-10-02,2022-10-04,Same Day,8,Delivered
ORD001369,CUST09458,2024-12-24,2024-12-27,First Class,3,Cancelled
ORD001370,CUST03847,2024-11-02,2024-11-04,First Class,6,Delivered
ORD001371,CUST04559,2023-02-11,2023-02-17,First Class,9,Delivered
ORD001372,CUST08563,2022-07-07,2022-07-09,Standard Class,2,Delivered
ORD001373,CUST05553,2023-10-04,2023-10-10,Same Day,7,Delivered
ORD001374,CUST06073,2022-07-24,2022-07-30,Standard Class,4,Delivered
ORD001375,CUST04071,2024-01-25,2024-02-01,Second Class,4,Cancelled
ORD001376,CUST08262,2024-01-11,2024-01-12,Second Class,10,Cancelled
ORD001377,CUST07584,2023-05-12,2023-05-13,First Class,3,Delivered
ORD001378,CUST03611,2022-11-03,2022-11-09,Second Class,5,Delivered
ORD001379,CUST02372,2023-05-30,2023-06-05,Standard Class,4,Delivered
ORD001380,CUST09439,2024-09-15,2024-09-22,Same Day,6,Cancelled
ORD001381,CUST00107,2022-12-06,2022-12-11,Same Day,4,Delivered
ORD001382,CUST00202,2024-02-05,2024-02-06,Same Day,5,Delivered
ORD001383,CUST08573,2023-10-30,2023-11-05,Standard Class,5,Delivered
ORD001384,CUST07797,2023-08-23,2023-08-24,Second Class,9,Cancelled
ORD001385,CUST05691,2023-01-19,2023-01-22,Same Day,3,Delivered
ORD001386,CUST07009,2024-07-14,2024-07-15,Second Class,6,Cancelled
ORD001387,CUST00319,2023-03-22,2023-03-26,Standard Class,6,Delivered
ORD001388,CUST02227,2022-09-30,2022-10-07,Same Day,3,Delivered
ORD001389,CUST07540,2022-06-19,2022-06-23,First Class,1,Delivered
ORD001390,CUST03244,2022-06-22,2022-06-25,Second Class,8,Delivered
ORD001391,CUST04928,2023-03-17,2023-03-24,Standard Class,5,Cancelled
ORD001392,CUST06222,2024-09-03,2024-09-06,Same Day,4,Cancelled
ORD001393,CUST07203,2022-07-03,2022-07-05,Same Day,1,Delivered
ORD001394,CUST08289,2023-11-13,2023-11-15,Second Class,9,Delivered
ORD001395,CUST02459,2022-12-27,2023-01-02,Second Class,10,Cancelled
ORD001396,CUST05960,2023-11-08,2023-11-12,Second Class,8,Cancelled
ORD001397,CUST04722,2023-07-07,2023-07-14,First Class,2,Delivered
ORD001398,CUST02535,2023-11-03,2023-11-07,Second Class,3,Delivered
ORD001399,CUST04598,2023-02-25,2023-03-04,Same Day,5,Delivered
ORD001400,CUST09270,2022-09-27,2022-10-02,Same Day,2,Delivered
ORD001401,CUST07333,2024-11-26,2024-11-27,Standard Class,9,Cancelled
ORD001402,CUST07087,2022-04-01,2022-04-07,Second Class,10,Delivered
ORD001403,CUST00606,2023-11-28,2023-11-29,Same Day,9,Delivered
ORD001404,CUST02490,2024-11-28,2024-12-04,Second Class,2,Cancelled
ORD001405,CUST08460,2022-10-26,2022-10-31,Same Day,1,Delivered
ORD001406,CUST08305,2023-01-15,2023-01-19,First Class,8,Delivered
ORD001407,CUST06907,2022-04-28,2022-04-30,Second Class,1,Delivered
ORD001408,CUST05457,2024-02-11,2024-02-16,Same Day,3,Delivered
ORD001409,CUST09524,2022-03-12,2022-03-18,Same Day,10,Delivered
ORD001410,CUST03511,2022-05-31,2022-06-02,First Class,3,Delivered
ORD001411,CUST08504,2024-11-19,2024-11-26,Same Day,1,Delivered
ORD001412,CUST07544,2022-07-07,2022-07-08,Standard Class,5,Delivered
ORD001413,CUST06558,2023-02-23,2023-03-01,Standard Class,4,Cancelled
ORD001414,CUST08317,2024-11-13,2024-11-14,First Class,9,Delivered
ORD001415,CUST04457,2023-06-19,2023-06-26,Second Class,8,Delivered
ORD001416,CUST03251,2022-08-20,2022-08-27,Second Class,7,Cancelled
ORD001417,CUST06827,2024-10-12,2024-10-19,Second Class,9,Delivered
ORD001418,CUST09623,2022-05-29,2022-06-04,Standard Class,9,Delivered
ORD001419,CUST08397,2023-09-16,2023-09-18,First Class,4,Delivered
ORD001420,CUST07999,2024-08-18,2024-08-23,First Class,7,Delivered
ORD001421,CUST09099,2022-12-28,2022-12-29,Standard Class,9,Delivered
ORD001422,CUST08612,2022-05-15,2022-05-22,Same Day,5,Cancelled
ORD001423,CUST01500,2022-12-07,2022-12-12,Second Class,2,Delivered
ORD001424,CUST05846,2022-11-23,2022-11-27,Same Day,5,Cancelled
ORD001425,CUST00939,2022-01-16,2022-01-18,Second Class,4,Delivered
ORD001426,CUST08018,2022-09-30,2022-10-01,Standard Class,8,Delivered
ORD001427,CUST04006,2023-09-24,2023-09-26,Second Class,8,Delivered
ORD001428,CUST09035,2024-12-13,2024-12-18,Standard Class,2,Delivered
ORD001429,CUST06792,2022-12-08,2022-12-09,Second Class,1,Delivered
ORD001430,CUST05638,2022-08-27,2022-08-31,Second Class,8,Delivered
ORD001431,CUST09065,2024-03-22,2024-03-23,Standard Class,1,Delivered
ORD001432,CUST00697,2023-04-07,2023-04-08,Standard Class,2,Cancelled
ORD001433,CUST05307,2023-01-06,2023-01-13,Standard Class,4,Cancelled
ORD001434,CUST03195,2022-12-14,2022-12-16,Standard Class,2,Delivered
ORD001435,CUST02894,2024-07-08,2024-07-09,Standard Class,10,Delivered
ORD001436,CUST01225,2023-10-01,2023-10-02,First Class,7,Cancelled
ORD001437,CUST03871,2022-06-18,2022-06-25,Same Day,1,Cancelled
ORD001438,CUST08044,2024-10-11,2024-10-13,Second Class,1,Delivered
ORD001439,CUST09362,2024-01-17,2024-01-18,Standard Class,7,Delivered
ORD001440,CUST03949,2023-12-20,2023-12-22,Second Class,6,Delivered
ORD001441,CUST03072,2022-08-18,2022-08-22,Same Day,3,Delivered
ORD001442,CUST05117,2022-05-20,2022-05-21,First Class,7,Delivered
ORD001443,CUST00582,2024-09-20,2024-09-22,First Class,2,Delivered
ORD001444,CUST03627,2022-07-25,2022-07-27,Second Class,1,Cancelled
ORD001445,CUST00903,2024-06-26,2024-06-28,Second Class,5,Delivered
ORD001446,CUST01530,2024-09-05,2024-09-08,Second Class,6,Cancelled
ORD001447,CUST03914,2024-04-29,2024-05-02,Second Class,10,Delivered
ORD001448,CUST06290,2023-04-01,2023-04-08,Second Class,9,Delivered
ORD001449,CUST03287,2024-09-11,2024-09-14,Second Class,10,Delivered
ORD001450,CUST08264,2023-10-18,2023-10-25,Standard Class,1,Delivered
ORD001451,CUST06421,2023-09-04,2023-09-05,Second Class,7,Cancelled
ORD001452,CUST01516,2024-01-09,2024-01-10,First Class,7,Delivered
ORD001453,CUST06412,2022-09-06,2022-09-09,First Class,1,Delivered
ORD001454,CUST04189,2023-04-07,2023-04-12,First Class,6,Delivered
ORD001455,CUST04712,2024-03-06,2024-03-13,Second Class,1,Delivered
ORD001456,CUST09795,2024-10-25,2024-10-26,Standard Class,3,Delivered
ORD001457,CUST01556,2022-12-13,2022-12-14,Same Day,6,Delivered
ORD001458,CUST09896,2024-12-05,2024-12-10,Standard Class,7,Delivered
ORD001459,CUST07973,2022-08-18,2022-08-25,First Class,1,Cancelled
ORD001460,CUST09477,2023-12-05,2023-12-06,Second Class,7,Cancelled
ORD001461,CUST05806,2024-08-27,2024-09-02,Standard Class,5,Cancelled
ORD001462,CUST02614,2022-07-12,2022-07-16,Second Class,9,Delivered
ORD001463,CUST09898,2023-02-06,2023-02-12,Same Day,6,Cancelled
ORD001464,CUST02698,2024-10-19,2024-10-26,Standard Class,3,Delivered
ORD001465,CUST09105,2023-06-11,2023-06-18,Same Day,2,Delivered
ORD001466,CUST05561,2023-04-11,2023-04-15,Second Class,5,Cancelled
ORD001467,CUST04840,2024-02-11,2024-02-18,Standard Class,5,Delivered
ORD001468,CUST07685,2022-10-20,2022-10-26,Standard Class,10,Cancelled
ORD001469,CUST03570,2023-08-29,2023-09-01,Standard Class,5,Delivered
ORD001470,CUST00252,2024-01-25,2024-01-28,Standard Class,1,Delivered
ORD001471,CUST09548,2022-02-07,2022-02-11,First Class,5,Cancelled
ORD001472,CUST06959,2023-02-05,2023-02-08,First Class,3,Cancelled
ORD001473,CUST04165,2022-10-12,2022-10-17,Second Class,7,Delivered
ORD001474,CUST09998,2022-03-19,2022-03-26,Standard Class,10,Delivered
ORD001475,CUST00929,2023-06-19,2023-06-22,Standard Class,5,Cancelled
ORD001476,CUST00676,2023-09-01,2023-09-05,Second Class,4,Cancelled
ORD001477,CUST04844,2022-01-13,2022-01-17,Standard Class,8,Delivered
ORD001478,CUST02743,2024-05-26,2024-05-27,Second Class,6,Delivered
ORD001479,CUST03313,2023-11-19,2023-11-22,Standard Class,4,Delivered
ORD001480,CUST06902,2022-07-11,2022-07-15,Second Class,3,Delivered
ORD001481,CUST01135,2023-12-11,2023-12-14,Same Day,6,Delivered
ORD001482,CUST06364,2022-03-06,2022-03-07,Second Class,8,Delivered
ORD001483,CUST09001,2023-12-20,2023-12-27,First Class,9,Delivered
ORD001484,CUST03080,2022-08-21,2022-08-25,Second Class,4,Cancelled
ORD001485,CUST08900,2022-07-31,2022-08-01,Second Class,10,Cancelled
ORD001486,CUST01788,2023-12-26,2023-12-30,Second Class,1,Cancelled
ORD001487,CUST04552,2023-08-07,2023-08-11,Same Day,8,Cancelled
ORD001488,CUST09094,2023-06-16,2023-06-20,First Class,7,Delivered
ORD001489,CUST09095,2023-11-09,2023-11-10,First Class,6,Delivered
ORD001490,CUST05009,2022-06-09,2022-06-15,Second Class,10,Delivered
ORD001491,CUST00256,2023-12-31,2024-01-04,Second Class,9,Cancelled
ORD001492,CUST02364,2022-09-03,2022-09-04,First Class,6,Delivered
ORD001493,CUST08663,2023-05-29,2023-05-31,Second Class,6,Delivered
ORD001494,CUST04033,2022-10-16,2022-10-17,Second Class,9,Cancelled
ORD001495,CUST09248,2023-11-22,2023-11-29,Standard Class,9,Delivered
ORD001496,CUST05717,2024-12-19,2024-12-20,Second Class,9,Delivered
ORD001497,CUST05552,2022-03-29,2022-04-05,Second Class,1,Cancelled
ORD001498,CUST00246,2024-09-28,2024-09-30,Second Class,1,Delivered
ORD001499,CUST00305,2024-12-15,2024-12-18,Standard Class,7,Cancelled
ORD001500,CUST06584,2024-08-08,2024-08-15,Second Class,2,Delivered
ORD001501,CUST00209,2022-02-05,2022-02-08,Same Day,2,Cancelled
ORD001502,CUST05800,2022-03-13,2022-03-18,Same Day,5,Delivered
ORD001503,CUST04545,2023-12-15,2023-12-21,Standard Class,7,Delivered
ORD001504,CUST08354,2023-09-26,2023-09-28,Same Day,7,Cancelled
ORD001505,CUST05001,2023-03-01,2023-03-06,Second Class,2,Delivered
ORD001506,CUST08116,2024-02-03,2024-02-07,Same Day,10,Delivered
ORD001507,CUST02679,2024-08-03,2024-08-08,Same Day,3,Cancelled
ORD001508,CUST07797,2023-04-10,2023-04-12,Second Class,3,Delivered
ORD001509,CUST00703,2023-04-13,2023-04-17,Second Class,10,Delivered
ORD001510,CUST06703,2022-03-24,2022-03-27,Same Day,6,Delivered
ORD001511,CUST03827,2023-06-28,2023-06-29,First Class,4,Delivered
ORD001512,CUST08493,2024-07-07,2024-07-11,Second Class,3,Cancelled
ORD001513,CUST08968,2024-02-27,2024-03-05,Standard Class,7,Delivered
ORD001514,CUST01422,2023-12-27,2024-01-03,Standard Class,8,Delivered
ORD001515,CUST04392,2022-11-24,2022-11-30,Second Class,4,Cancelled
ORD001516,CUST04102,2023-05-08,2023-05-12,Second Class,8,Delivered
ORD001517,CUST01104,2024-12-29,2024-12-30,Second Class,2,Delivered
ORD001518,CUST01230,2023-01-30,2023-02-02,Second Class,6,Cancelled
ORD001519,CUST07168,2022-09-02,2022-09-09,Second Class,7,Delivered
ORD001520,CUST04702,2022-05-14,2022-05-15,Same Day,7,Delivered
ORD001521,CUST03359,2022-02-21,2022-02-25,First Class,8,Cancelled
ORD001522,CUST05633,2023-04-14,2023-04-20,First Class,2,Delivered
ORD001523,CUST06842,2023-10-25,2023-10-28,First Class,8,Delivered
ORD001524,CUST01601,2022-05-12,2022-05-18,Same Day,9,Delivered
ORD001525,CUST06594,2022-12-27,2022-12-31,Second Class,8,Delivered
ORD001526,CUST08564,2022-01-29,2022-02-03,First Class,4,Delivered
ORD001527,CUST04886,2022-04-03,2022-04-04,First Class,8,Delivered
ORD001528,CUST07104,2024-04-08,2024-04-11,Standard Class,9,Delivered
ORD001529,CUST08328,2023-06-26,2023-06-27,Standard Class,3,Delivered
ORD001530,CUST03025,2023-08-06,2023-08-10,Second Class,7,Delivered
ORD001531,CUST04298,2024-08-15,2024-08-17,Same Day,1,Cancelled
ORD001532,CUST07110,2023-03-22,2023-03-29,Second Class,2,Delivered
ORD001533,CUST01535,2023-02-04,2023-02-10,Standard Class,4,Cancelled
ORD001534,CUST02486,2022-10-01,2022-10-08,Second Class,9,Delivered
